test;msisdn_H;msisdn;coupure;nb_hour_total_coupure;echec;paging_without_response_nb;nb_hour_paging_without_response;nb_hour_echec;nb_call_est;reiter_call_interval_nb;nb_hour_reiter_call;call_est_bad_setupduration_nb;nb_hour_call_est_bad_setupduration
3;2066;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2067;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2068;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2069;20221004;36;7;24;20;9;4;53;6;2;0;0
3;2070;20221004;7;1;5;0;0;1;12;1;1;1;1
3;2071;20221004;3;1;2;0;0;0;3;1;1;0;0
3;2072;20221004;48;6;32;1;1;4;63;2;2;8;5
3;2073;20221004;17;5;11;0;0;3;15;5;3;1;1
3;2074;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2075;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2076;20221004;4;2;2;2;1;1;4;1;1;0;0
3;2077;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2078;20221004;47;4;31;4;3;3;66;1;1;8;4
3;2079;20221004;18;6;12;1;1;4;21;0;0;2;2
3;2080;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2081;20221004;0;0;0;2;1;0;0;0;0;0;0
3;2082;20221004;1;1;1;2;1;0;1;0;0;0;0
3;2083;20221004;0;0;0;0;0;0;0;3;3;0;0
3;2084;20221004;7;4;5;1;1;2;1;0;0;0;0
3;2085;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2086;20221004;11;3;7;29;6;2;9;0;0;6;3
3;2087;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2088;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2089;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2090;20221004;20;7;13;4;2;4;15;1;1;1;1
3;2091;20221004;14;5;9;1;1;3;17;2;2;4;2
3;2092;20221004;0;0;0;1;1;0;0;0;0;0;0
3;2093;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2094;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2095;20221004;3;1;2;0;0;1;0;0;0;0;0
3;2096;20221004;4;1;3;0;0;1;5;6;2;0;0
3;2097;20221004;0;0;0;0;0;0;0;3;2;0;0
3;2098;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2099;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2100;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2101;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2102;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2103;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2104;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2105;20221004;2;1;1;0;0;1;1;0;0;0;0
3;2106;20221004;3;2;2;0;0;1;5;0;0;0;0
3;2107;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2108;20221004;4;2;2;0;0;1;1;1;1;0;0
3;2109;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2110;20221004;0;0;0;0;0;0;1;0;0;0;0
3;2111;20221004;0;0;0;0;0;0;0;2;2;0;0
3;2112;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2113;20221004;22;5;15;5;3;3;35;3;3;12;5
3;2114;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2115;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2116;20221004;0;0;0;1;1;0;0;1;1;0;0
3;2117;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2118;20221004;6;3;4;3;2;2;7;0;0;3;1
3;2119;20221004;31;7;20;1;1;4;40;2;1;15;4
3;2120;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2121;20221004;0;0;0;0;0;0;0;7;1;0;0
3;2122;20221004;0;0;0;0;0;0;0;2;2;0;0
3;2123;20221004;1;1;1;0;0;0;0;1;1;0;0
3;2124;20221004;3;1;2;1;1;1;2;2;1;1;1
3;2125;20221004;16;4;10;2;1;3;23;1;1;0;0
3;2126;20221004;14;4;9;0;0;2;17;1;1;3;2
3;2127;20221004;6;3;4;2;2;2;10;1;1;2;1
3;2128;20221004;19;5;12;8;5;3;22;0;0;6;2
3;2129;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2130;20221004;1;1;1;1;1;0;2;4;2;0;0
3;2131;20221004;1;0;1;0;0;0;0;1;1;0;0
3;2132;20221004;7;3;4;1;1;2;1;0;0;0;0
3;2133;20221004;5;3;3;0;0;2;4;0;0;0;0
3;2134;20221004;1;1;1;0;0;1;1;0;0;0;0
3;2135;20221004;20;6;13;5;4;4;16;0;0;1;1
3;2136;20221004;0;0;0;5;2;0;0;0;0;0;0
3;2137;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2138;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2139;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2140;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2141;20221004;2;1;1;3;1;0;0;0;0;0;0
3;2142;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2143;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2144;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2145;20221004;25;5;17;0;0;3;10;4;3;0;0
3;2146;20221004;13;4;9;1;1;3;17;2;2;2;2
3;2147;20221004;1;0;0;0;0;0;0;1;1;0;0
3;2148;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2149;20221004;3;1;2;0;0;1;2;0;0;0;0
3;2150;20221004;1;0;0;9;3;0;0;2;2;0;0
3;2151;20221004;12;3;8;1;1;2;12;2;2;0;0
3;2152;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2153;20221004;1;1;1;4;2;0;0;2;1;0;0
3;2154;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2155;20221004;9;2;6;2;2;1;8;1;1;0;0
3;2156;20221004;1;0;0;0;0;0;2;1;1;0;0
3;2157;20221004;2;2;1;2;1;1;1;0;0;0;0
3;2158;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2159;20221004;14;4;9;2;2;3;20;0;0;10;1
3;2160;20221004;4;4;3;1;1;3;2;0;0;0;0
3;2161;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2162;20221004;1;1;0;0;0;0;0;4;2;0;0
3;2163;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2164;20221004;8;3;5;0;0;2;5;11;3;0;0
3;2165;20221004;8;3;5;1;1;2;7;1;1;1;1
3;2166;20221004;16;4;10;2;1;2;23;1;1;1;1
3;2167;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2168;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2169;20221004;1;1;1;1;1;1;0;1;1;0;0
3;2170;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2171;20221004;0;0;0;0;0;0;1;0;0;0;0
3;2172;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2173;20221004;2;1;1;1;1;1;2;1;1;0;0
3;2174;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2175;20221004;0;0;0;1;1;0;0;0;0;0;0
3;2176;20221004;1;1;0;0;0;0;2;2;2;0;0
3;2177;20221004;1;0;0;0;0;0;0;0;0;0;0
3;2178;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2179;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2180;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2181;20221004;0;0;0;1;1;0;0;0;0;0;0
3;2182;20221004;3;0;2;0;0;0;2;0;0;0;0
3;2183;20221004;0;0;0;0;0;0;0;3;1;0;0
3;2184;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2185;20221004;35;8;23;33;5;5;33;0;0;4;3
3;2186;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2187;20221004;7;1;5;2;1;0;12;3;2;2;1
3;2188;20221004;7;2;5;0;0;1;12;0;0;1;1
3;2189;20221004;4;2;3;0;0;1;2;0;0;0;0
3;2190;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2191;20221004;0;0;0;0;0;0;0;2;2;0;0
3;2192;20221004;0;0;0;0;0;0;0;2;2;0;0
3;2193;20221004;3;2;2;0;0;1;1;0;0;0;0
3;2194;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2195;20221004;0;0;0;4;2;0;0;0;0;0;0
3;2196;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2197;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2198;20221004;0;0;0;3;2;0;0;0;0;0;0
3;2199;20221004;1;1;0;0;0;0;0;0;0;0;0
3;2200;20221004;5;1;3;3;2;1;3;0;0;0;0
3;2201;20221004;3;2;2;0;0;1;0;0;0;0;0
3;2202;20221004;9;4;6;2;2;2;13;0;0;0;0
3;2203;20221004;0;0;0;3;1;0;0;0;0;0;0
3;2204;20221004;2;2;1;3;1;1;2;0;0;0;0
3;2205;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2206;20221004;1;1;1;0;0;1;2;0;0;0;0
3;2207;20221004;19;4;13;0;0;3;22;5;3;8;2
3;2208;20221004;0;0;0;0;0;0;0;4;3;0;0
3;2209;20221004;19;4;13;8;3;3;16;2;1;1;1
3;2210;20221004;1;1;1;0;0;0;0;0;0;0;0
3;2211;20221004;0;0;0;0;0;0;0;17;4;0;0
3;2212;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2213;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2214;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2215;20221004;1;0;0;0;0;0;2;0;0;0;0
3;2216;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2217;20221004;3;1;2;1;1;1;4;0;0;0;0
3;2218;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2219;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2220;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2221;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2222;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2223;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2224;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2225;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2226;20221004;0;0;0;0;0;0;1;0;0;0;0
3;2227;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2228;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2229;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2230;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2231;20221004;1;1;1;4;1;0;0;0;0;0;0
3;2232;20221004;0;0;0;0;0;0;0;2;1;0;0
3;2233;20221004;10;4;6;0;0;2;13;0;0;4;2
3;2234;20221004;7;4;5;5;3;2;3;1;1;0;0
3;2235;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2236;20221004;0;0;0;2;1;0;0;0;0;0;0
3;2237;20221004;16;6;11;0;0;4;15;2;2;1;1
3;2238;20221004;15;5;10;14;8;3;16;0;0;9;5
3;2239;20221004;10;3;7;2;2;2;10;28;3;0;0
3;2240;20221004;26;4;17;2;1;3;35;0;0;5;4
3;2241;20221004;36;7;24;1;1;4;36;0;0;0;0
3;2242;20221004;3;1;2;1;1;0;2;4;2;0;0
3;2243;20221004;5;2;3;2;1;1;7;1;1;2;2
3;2244;20221004;0;0;0;2;1;0;0;0;0;0;0
3;2245;20221004;4;2;3;5;2;1;0;1;1;0;0
3;2246;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2247;20221004;1;1;0;0;0;0;0;0;0;0;0
3;2248;20221004;1;1;1;0;0;1;0;1;1;0;0
3;2249;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2250;20221004;9;3;6;1;1;2;16;0;0;2;1
3;2251;20221004;7;2;5;0;0;1;11;0;0;1;1
3;2252;20221004;3;1;2;0;0;1;1;1;1;0;0
3;2253;20221004;0;0;0;0;0;0;0;2;1;0;0
3;2254;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2255;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2256;20221004;4;2;3;0;0;1;4;1;1;0;0
3;2257;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2258;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2259;20221004;18;6;12;2;1;4;20;0;0;0;0
3;2260;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2261;20221004;17;6;11;1;1;4;10;1;1;3;3
3;2262;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2263;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2264;20221004;32;8;21;0;0;5;26;1;1;1;1
3;2265;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2266;20221004;18;6;12;8;4;4;2;2;2;0;0
3;2267;20221004;20;4;13;3;2;3;25;1;1;5;2
3;2268;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2269;20221004;6;1;4;10;5;1;8;2;2;0;0
3;2270;20221004;0;0;0;1;1;0;0;0;0;0;0
3;2271;20221004;9;4;6;0;0;3;6;0;0;0;0
3;2272;20221004;6;3;4;0;0;2;8;5;3;0;0
3;2273;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2274;20221004;1;0;0;0;0;0;2;0;0;1;1
3;2275;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2276;20221004;0;0;0;0;0;0;0;4;1;0;0
3;2277;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2278;20221004;0;0;0;0;0;0;0;2;1;0;0
3;2279;20221004;8;3;5;0;0;2;0;1;1;0;0
3;2280;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2281;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2282;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2283;20221004;0;0;0;1;1;0;0;0;0;0;0
3;2284;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2285;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2286;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2287;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2288;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2289;20221004;19;4;12;0;0;2;26;1;1;0;0
3;2290;20221004;0;0;0;2;1;0;0;0;0;0;0
3;2291;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2292;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2293;20221004;6;1;4;1;1;1;8;0;0;7;1
3;2294;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2295;20221004;0;0;0;1;1;0;0;0;0;0;0
3;2296;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2297;20221004;1;0;0;0;0;0;2;0;0;2;1
3;2298;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2299;20221004;1;0;0;1;1;0;1;1;1;0;0
3;2300;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2301;20221004;1;0;0;0;0;0;0;0;0;0;0
3;2302;20221004;1;1;1;0;0;1;0;0;0;0;0
3;2303;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2304;20221004;30;7;20;0;0;4;42;6;5;1;1
3;2305;20221004;7;3;5;0;0;2;13;0;0;2;2
3;2306;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2307;20221004;0;0;0;0;0;0;1;0;0;1;1
3;2308;20221004;13;6;8;0;0;4;6;0;0;1;1
3;2309;20221004;11;6;7;0;0;4;4;2;1;0;0
3;2310;20221004;10;5;7;0;0;3;10;1;1;1;1
3;2311;20221004;18;4;12;0;0;2;21;1;1;1;1
3;2312;20221004;7;2;5;23;6;1;13;1;1;4;2
3;2313;20221004;19;4;12;3;2;2;18;0;0;4;2
3;2314;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2315;20221004;0;0;0;1;1;0;0;1;1;0;0
3;2316;20221004;6;1;4;3;1;0;0;0;0;0;0
3;2317;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2318;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2319;20221004;0;0;0;0;0;0;0;2;2;0;0
3;2320;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2321;20221004;0;0;0;0;0;0;0;3;3;0;0
3;2322;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2323;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2324;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2325;20221004;1;1;0;0;0;0;1;0;0;0;0
3;2326;20221004;10;4;7;0;0;2;14;0;0;2;2
3;2327;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2328;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2329;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2330;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2331;20221004;6;1;4;0;0;1;8;0;0;2;1
3;2332;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2333;20221004;0;0;0;2;1;0;0;0;0;0;0
3;2334;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2335;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2336;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2337;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2338;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2339;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2340;20221004;0;0;0;0;0;0;1;2;1;0;0
3;2341;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2342;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2343;20221004;0;0;0;1;1;0;0;0;0;0;0
3;2344;20221004;16;1;10;1;1;1;24;1;1;4;3
3;2345;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2346;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2347;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2348;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2349;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2350;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2351;20221004;0;0;0;2;1;0;0;0;0;0;0
3;2352;20221004;0;0;0;0;0;0;0;3;1;0;0
3;2353;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2354;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2355;20221004;54;9;36;15;3;6;67;11;4;12;3
3;2356;20221004;0;0;0;0;0;0;0;3;2;0;0
3;2357;20221004;0;0;0;0;0;0;0;4;4;0;0
3;2358;20221004;19;1;13;0;0;0;0;1;1;0;0
3;2359;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2360;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2361;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2362;20221004;0;0;0;0;0;0;0;4;2;0;0
3;2363;20221004;3;2;2;0;0;1;0;0;0;0;0
3;2364;20221004;3;2;2;0;0;1;0;4;2;0;0
3;2365;20221004;21;3;14;1;1;2;29;1;1;8;1
3;2366;20221004;114;9;76;3;1;6;121;9;8;14;4
3;2367;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2368;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2369;20221004;5;3;3;0;0;2;7;5;2;0;0
3;2370;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2371;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2372;20221004;4;2;3;1;1;1;6;0;0;0;0
3;2373;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2374;20221004;1;0;1;3;2;0;1;0;0;0;0
3;2375;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2376;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2377;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2378;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2379;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2380;20221004;3;1;2;4;1;1;3;1;1;0;0
3;2381;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2382;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2383;20221004;0;0;0;1;1;0;0;0;0;0;0
3;2384;20221004;3;2;2;1;1;1;1;1;1;0;0
3;2385;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2386;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2387;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2388;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2389;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2390;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2391;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2392;20221004;0;0;0;0;0;0;0;2;1;0;0
3;2393;20221004;0;0;0;2;1;0;0;0;0;0;0
3;2394;20221004;3;1;2;0;0;0;0;0;0;0;0
3;2395;20221004;20;5;13;3;3;3;21;3;3;3;3
3;2396;20221004;70;9;46;7;4;6;97;0;0;7;5
3;2397;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2398;20221004;1;0;0;0;0;0;2;1;1;0;0
3;2399;20221004;15;4;10;24;3;3;0;2;2;0;0
3;2400;20221004;3;2;2;1;1;1;0;0;0;0;0
3;2401;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2402;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2403;20221004;15;7;10;0;0;4;12;15;8;0;0
3;2404;20221004;6;4;4;0;0;3;4;0;0;0;0
3;2405;20221004;3;3;2;0;0;2;3;4;2;0;0
3;2406;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2407;20221004;2;1;1;2;2;0;5;0;0;0;0
3;2408;20221004;16;6;11;3;3;4;12;0;0;0;0
3;2409;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2410;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2411;20221004;6;4;4;0;0;3;4;1;1;0;0
3;2412;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2413;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2414;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2415;20221004;1;1;1;0;0;0;0;0;0;0;0
3;2416;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2417;20221004;3;1;2;0;0;0;2;0;0;0;0
3;2418;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2419;20221004;0;0;0;0;0;0;1;1;1;0;0
3;2420;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2421;20221004;0;0;0;4;1;0;0;0;0;0;0
3;2422;20221004;6;3;4;1;1;2;2;0;0;0;0
3;2423;20221004;0;0;0;0;0;0;0;3;3;0;0
3;2424;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2425;20221004;8;2;5;3;3;1;11;0;0;0;0
3;2426;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2427;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2428;20221004;14;4;9;0;0;2;19;1;1;0;0
3;2429;20221004;0;0;0;0;0;0;0;10;2;0;0
3;2430;20221004;1;1;1;1;1;0;4;0;0;0;0
3;2431;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2432;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2433;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2434;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2435;20221004;7;3;4;1;1;2;0;0;0;0;0
3;2436;20221004;4;1;2;0;0;0;3;1;1;0;0
3;2437;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2438;20221004;0;0;0;0;0;0;0;3;1;0;0
3;2439;20221004;2;1;1;0;0;0;3;0;0;0;0
3;2440;20221004;4;2;2;18;5;1;3;2;2;0;0
3;2441;20221004;2;1;1;0;0;1;3;2;1;0;0
3;2442;20221004;10;3;6;5;3;2;13;0;0;2;1
3;2443;20221004;21;6;14;1;1;4;26;3;2;1;1
3;2444;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2445;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2446;20221004;16;3;11;0;0;2;19;37;1;0;0
3;2447;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2448;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2449;20221004;5;3;3;0;0;2;3;0;0;0;0
3;2450;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2451;20221004;5;3;3;0;0;2;1;0;0;0;0
3;2452;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2453;20221004;3;2;2;2;1;1;4;0;0;1;1
3;2454;20221004;15;4;10;1;1;2;20;0;0;4;2
3;2455;20221004;13;3;9;0;0;2;19;1;1;1;1
3;2456;20221004;4;1;3;0;0;1;0;1;1;0;0
3;2457;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2458;20221004;10;1;6;2;2;0;15;0;0;5;1
3;2459;20221004;1;1;0;0;0;0;2;0;0;0;0
3;2460;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2461;20221004;3;3;2;0;0;2;2;0;0;0;0
3;2462;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2463;20221004;0;0;0;0;0;0;0;3;1;0;0
3;2464;20221004;15;4;10;0;0;3;21;0;0;0;0
3;2465;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2466;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2467;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2468;20221004;0;0;0;0;0;0;0;10;2;0;0
3;2469;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2470;20221004;0;0;0;1;1;0;0;4;2;0;0
3;2471;20221004;21;7;14;0;0;4;26;0;0;6;3
3;2472;20221004;6;3;4;2;1;2;6;1;1;0;0
3;2473;20221004;31;7;20;1;1;4;47;0;0;0;0
3;2474;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2475;20221004;0;0;0;1;1;0;0;0;0;0;0
3;2476;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2477;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2478;20221004;3;3;2;1;1;2;2;0;0;0;0
3;2479;20221004;1;0;0;0;0;0;1;2;2;0;0
3;2480;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2481;20221004;33;5;22;3;3;3;30;0;0;3;2
3;2482;20221004;2;1;1;3;2;0;2;2;2;0;0
3;2483;20221004;0;0;0;2;1;0;0;0;0;0;0
3;2484;20221004;1;1;0;1;1;0;0;0;0;0;0
3;2485;20221004;0;0;0;8;4;0;0;0;0;0;0
3;2486;20221004;0;0;0;3;3;0;0;0;0;0;0
3;2487;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2488;20221004;2;1;1;0;0;1;2;0;0;0;0
3;2489;20221004;5;3;3;2;2;2;0;0;0;0;0
3;2490;20221004;4;3;3;0;0;2;1;1;1;0;0
3;2491;20221004;10;3;7;1;1;2;10;2;1;2;2
3;2492;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2493;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2494;20221004;0;0;0;5;3;0;0;0;0;0;0
3;2495;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2496;20221004;3;1;2;0;0;1;5;0;0;0;0
3;2497;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2498;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2499;20221004;0;0;0;0;0;0;0;2;2;0;0
3;2500;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2501;20221004;1;1;1;0;0;0;2;2;1;0;0
3;2502;20221004;0;0;0;1;1;0;0;0;0;0;0
3;2503;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2504;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2505;20221004;14;6;9;2;1;4;14;2;2;5;4
3;2506;20221004;0;0;0;0;0;0;0;3;2;0;0
3;2507;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2508;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2509;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2510;20221004;0;0;0;0;0;0;0;1;1;0;0
3;2511;20221004;0;0;0;0;0;0;0;0;0;0;0
3;2512;20221004;1;1;1;3;1;1;0;0;0;0;0
