qoe_challenge_table_for_model_v2.imsi;qoe_challenge_table_for_model_v2.year;qoe_challenge_table_for_model_v2.month;qoe_challenge_table_for_model_v2.msisdn;qoe_challenge_table_for_model_v2.coupure_appel_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_coupure_appel_daily;qoe_challenge_table_for_model_v2.echec_appel_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_echec_appel_daily;qoe_challenge_table_for_model_v2.paging_without_response_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_paging_without_response_daily;qoe_challenge_table_for_model_v2.nb_call_est_daily;qoe_challenge_table_for_model_v2.reiter_call_interval_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_reiter_call_daily;qoe_challenge_table_for_model_v2.call_est_bad_setupduration_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_call_est_bad_setupduration_daily;test;msisdn_H
6,08015E+14;2022;10;20221004;6;3;4;2;21;6;7;0;0;5;2;3;808
6,08015E+14;2022;10;20221004;1;1;1;0;0;0;0;0;0;0;0;3;809
6,08015E+14;2022;10;20221004;21;7;14;4;0;0;23;1;1;0;0;3;810
6,08015E+14;2022;10;20221004;1;1;1;0;4;3;0;0;0;0;0;3;811
6,08015E+14;2022;10;20221004;7;4;4;2;3;2;0;0;0;0;0;3;812
6,08015E+14;2022;10;20221004;12;2;8;1;0;0;19;0;0;0;0;3;813
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;814
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;815
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;816
6,08015E+14;2022;10;20221004;1;0;0;0;0;0;0;0;0;0;0;3;817
6,08015E+14;2022;10;20221004;4;2;3;1;0;0;3;0;0;0;0;3;818
6,08015E+14;2022;10;20221004;3;2;2;1;2;1;1;2;2;0;0;3;819
6,08015E+14;2022;10;20221004;6;3;4;2;8;3;7;0;0;1;1;3;820
6,08015E+14;2022;10;20221004;19;4;13;3;2;2;2;5;5;0;0;3;821
6,08015E+14;2022;10;20221004;1;1;1;0;0;0;0;0;0;0;0;3;822
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;823
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;824
6,08015E+14;2022;10;20221004;0;0;0;0;4;2;0;0;0;0;0;3;825
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;826
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;827
6,08015E+14;2022;10;20221004;4;1;2;1;12;5;0;1;1;0;0;3;828
6,08015E+14;2022;10;20221004;12;4;8;2;0;0;7;3;2;1;1;3;829
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;830
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;831
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;832
6,08015E+14;2022;10;20221004;2;2;1;1;0;0;0;0;0;0;0;3;833
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;834
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;835
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;0;0;0;0;0;3;836
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;837
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;838
6,08015E+14;2022;10;20221004;1;1;1;0;2;1;0;0;0;0;0;3;839
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;840
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;841
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;842
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;843
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;0;0;0;0;3;844
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;845
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;846
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;847
6,08015E+14;2022;10;20221004;24;5;16;3;0;0;30;0;0;1;1;3;848
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;849
6,08015E+14;2022;10;20221004;30;7;20;5;11;6;34;1;1;2;2;3;850
6,08015E+14;2022;10;20221004;10;5;6;3;1;1;10;0;0;1;1;3;851
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;852
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;853
6,08015E+14;2022;10;20221004;12;4;8;2;0;0;16;0;0;1;1;3;854
6,08015E+14;2022;10;20221004;46;3;31;2;3;2;67;4;3;8;4;3;855
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;856
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;857
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;858
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;859
6,08015E+14;2022;10;20221004;43;8;29;5;6;5;24;1;1;3;3;3;860
6,08015E+14;2022;10;20221004;3;2;2;1;0;0;0;0;0;0;0;3;861
6,08015E+14;2022;10;20221004;23;4;15;2;0;0;28;1;1;1;1;3;862
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;863
6,08015E+14;2022;10;20221004;12;5;8;3;0;0;13;0;0;0;0;3;864
6,08015E+14;2022;10;20221004;6;4;4;2;0;0;7;1;1;2;2;3;865
6,08015E+14;2022;10;20221004;4;2;2;1;0;0;6;0;0;0;0;3;866
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;867
6,08015E+14;2022;10;20221004;8;3;5;2;4;2;9;0;0;1;1;3;868
6,08015E+14;2022;10;20221004;9;3;6;2;0;0;1;0;0;0;0;3;869
6,08015E+14;2022;10;20221004;47;8;31;5;8;6;43;2;2;4;4;3;870
6,08015E+14;2022;10;20221004;6;3;4;2;0;0;0;0;0;0;0;3;871
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;1;0;0;3;872
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;873
6,08015E+14;2022;10;20221004;12;4;8;3;3;3;15;0;0;1;1;3;874
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;875
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;876
6,08015E+14;2022;10;20221004;13;3;8;2;2;2;17;1;1;1;1;3;877
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;878
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;879
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;880
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;881
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;882
6,08015E+14;2022;10;20221004;0;0;0;0;3;2;0;0;0;0;0;3;883
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;884
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;885
6,08015E+14;2022;10;20221004;9;4;6;3;0;0;9;0;0;0;0;3;886
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;887
6,08017E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;888
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;889
6,08015E+14;2022;10;20221004;52;6;35;4;2;2;57;2;2;3;3;3;890
6,08015E+14;2022;10;20221004;1;1;1;1;0;0;1;2;1;0;0;3;891
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;892
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;0;0;0;0;3;893
6,08015E+14;2022;10;20221004;25;4;16;3;3;2;20;0;0;2;2;3;894
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;5;4;0;0;3;895
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;896
6,08015E+14;2022;10;20221004;11;3;7;2;0;0;14;3;2;0;0;3;897
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;898
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;899
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;900
6,08015E+14;2022;10;20221004;11;5;7;3;2;2;6;1;1;2;1;3;901
6,08015E+14;2022;10;20221004;10;3;6;2;1;1;8;1;1;1;1;3;902
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;903
6,08015E+14;2022;10;20221004;46;7;31;5;2;1;57;2;2;7;2;3;904
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;905
6,08015E+14;2022;10;20221004;34;7;23;4;0;0;51;3;2;3;3;3;906
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;907
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;908
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;909
6,08015E+14;2022;10;20221004;23;6;15;4;13;6;21;0;0;0;0;3;910
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;911
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;1;0;0;3;912
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;913
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;914
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;0;0;0;0;3;915
6,08015E+14;2022;10;20221004;1;0;0;0;0;0;0;0;0;0;0;3;916
6,08015E+14;2022;10;20221004;3;1;2;0;0;0;0;0;0;0;0;3;917
6,08015E+14;2022;10;20221004;10;3;7;2;2;2;7;0;0;0;0;3;918
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;919
6,08015E+14;2022;10;20221004;1;1;1;0;19;3;1;1;1;0;0;3;920
6,08015E+14;2022;10;20221004;1;0;0;0;1;1;0;0;0;0;0;3;921
6,08015E+14;2022;10;20221004;1;1;1;0;0;0;0;0;0;0;0;3;922
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;923
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;924
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;925
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;926
6,08015E+14;2022;10;20221004;2;1;1;0;0;0;0;0;0;0;0;3;927
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;6;1;0;0;3;928
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;929
6,08015E+14;2022;10;20221004;7;3;4;2;0;0;5;0;0;1;1;3;930
6,08015E+14;2022;10;20221004;17;5;11;3;2;1;18;1;1;4;3;3;931
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;932
6,08015E+14;2022;10;20221004;6;4;4;2;0;0;3;0;0;0;0;3;933
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;934
6,08015E+14;2022;10;20221004;6;3;4;2;6;4;3;1;1;0;0;3;935
6,08015E+14;2022;10;20221004;15;5;10;3;14;4;13;2;1;1;1;3;936
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;4;3;0;0;3;937
6,08015E+14;2022;10;20221004;18;5;12;3;1;1;16;2;2;0;0;3;938
6,08015E+14;2022;10;20221004;4;1;2;1;12;5;0;0;0;0;0;3;939
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;940
6,08015E+14;2022;10;20221004;8;4;5;2;0;0;0;0;0;0;0;3;941
6,08015E+14;2022;10;20221004;1;0;1;0;0;0;0;0;0;0;0;3;942
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;943
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;944
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;945
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;946
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;947
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;948
6,08015E+14;2022;10;20221004;6;1;4;0;3;2;10;3;2;6;1;3;949
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;950
6,08015E+14;2022;10;20221004;5;1;3;1;1;1;4;2;1;0;0;3;951
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;952
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;953
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;954
6,08015E+14;2022;10;20221004;5;2;3;1;0;0;5;0;0;0;0;3;955
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;1;0;0;3;956
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;0;0;0;0;3;957
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;958
6,08015E+14;2022;10;20221004;1;0;0;0;0;0;0;0;0;0;0;3;959
6,08015E+14;2022;10;20221004;2;1;1;0;0;0;1;0;0;0;0;3;960
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;961
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;962
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;963
6,08015E+14;2022;10;20221004;4;2;2;1;0;0;3;2;2;0;0;3;964
6,08015E+14;2022;10;20221004;12;4;8;3;2;2;7;0;0;1;1;3;965
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;966
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;967
6,08018E+14;2022;10;20221004;6;1;4;1;1;1;4;0;0;0;0;3;968
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;1;0;0;3;969
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;970
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;971
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;972
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;973
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;974
6,08015E+14;2022;10;20221004;0;0;0;0;4;4;0;0;0;0;0;3;975
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;976
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;1;1;1;0;0;3;977
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;1;1;1;0;0;3;978
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;979
6,08015E+14;2022;10;20221004;16;4;11;2;2;2;15;1;1;1;1;3;980
6,08015E+14;2022;10;20221004;1;1;1;0;2;1;2;1;1;0;0;3;981
6,08015E+14;2022;10;20221004;10;3;6;2;9;5;15;0;0;7;2;3;982
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;983
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;984
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;985
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;986
6,08015E+14;2022;10;20221004;6;2;4;1;0;0;9;0;0;0;0;3;987
6,08015E+14;2022;10;20221004;3;1;2;0;0;0;5;1;1;0;0;3;988
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;989
6,08015E+14;2022;10;20221004;15;6;10;4;5;3;14;2;2;3;2;3;990
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;991
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;0;0;0;0;0;3;992
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;993
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;994
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;995
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;996
6,08015E+14;2022;10;20221004;1;0;1;0;0;0;3;4;1;0;0;3;997
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;998
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;999
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1000
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1001
6,08015E+14;2022;10;20221004;2;1;1;1;1;1;1;1;1;0;0;3;1002
6,08015E+14;2022;10;20221004;9;4;6;3;0;0;7;0;0;0;0;3;1003
6,08015E+14;2022;10;20221004;9;5;6;3;0;0;7;0;0;1;1;3;1004
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1005
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;1006
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1007
6,08015E+14;2022;10;20221004;1;1;1;0;0;0;2;0;0;0;0;3;1008
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1009
6,08015E+14;2022;10;20221004;7;3;5;2;14;3;5;4;3;0;0;3;1010
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1011
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1012
6,08015E+14;2022;10;20221004;13;4;8;2;1;1;15;0;0;1;1;3;1013
6,08016E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1014
6,08015E+14;2022;10;20221004;3;1;2;0;0;0;4;1;1;2;2;3;1015
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1016
6,08015E+14;2022;10;20221004;1;1;1;1;0;0;2;2;2;0;0;3;1017
6,08015E+14;2022;10;20221004;0;0;0;0;4;3;0;0;0;0;0;3;1018
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;1;0;0;0;0;3;1019
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1020
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;1;0;0;3;1021
6,08015E+14;2022;10;20221004;1;0;0;0;0;0;0;1;1;0;0;3;1022
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1023
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1024
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1025
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1026
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1027
6,08015E+14;2022;10;20221004;4;1;2;0;0;0;0;0;0;0;0;3;1028
6,08015E+14;2022;10;20221004;0;0;0;0;2;1;0;0;0;0;0;3;1029
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1030
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1031
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;1032
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1033
6,08015E+14;2022;10;20221004;1;0;1;0;0;0;0;1;1;0;0;3;1034
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;1035
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1036
6,08015E+14;2022;10;20221004;2;2;1;1;0;0;1;1;1;0;0;3;1037
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1038
6,08015E+14;2022;10;20221004;0;0;0;0;7;3;0;0;0;0;0;3;1039
6,08015E+14;2022;10;20221004;9;3;6;2;0;0;11;1;1;0;0;3;1040
6,08015E+14;2022;10;20221004;1;1;0;0;2;2;0;0;0;0;0;3;1041
6,08015E+14;2022;10;20221004;19;4;12;3;6;5;19;0;0;0;0;3;1042
6,08015E+14;2022;10;20221004;16;4;11;3;4;1;14;3;1;1;1;3;1043
6,08015E+14;2022;10;20221004;1;1;1;0;1;1;0;0;0;0;0;3;1044
6,08015E+14;2022;10;20221004;39;7;26;4;0;0;49;2;2;4;3;3;1045
6,08015E+14;2022;10;20221004;4;1;2;1;1;1;1;0;0;0;0;3;1046
6,08015E+14;2022;10;20221004;12;4;8;3;0;0;8;2;2;2;1;3;1047
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1048
6,08015E+14;2022;10;20221004;1;0;0;0;3;2;2;3;2;1;1;3;1049
6,08015E+14;2022;10;20221004;19;3;12;2;5;3;27;1;1;1;1;3;1050
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1051
6,08015E+14;2022;10;20221004;6;3;4;2;6;3;7;0;0;2;1;3;1052
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1053
6,08015E+14;2022;10;20221004;19;5;13;3;24;8;13;4;1;1;1;3;1054
6,08015E+14;2022;10;20221004;4;3;2;2;0;0;2;1;1;0;0;3;1055
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1056
6,08015E+14;2022;10;20221004;3;2;2;1;2;2;5;0;0;0;0;3;1057
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1058
6,08015E+14;2022;10;20221004;4;3;2;2;2;2;2;4;1;0;0;3;1059
6,08015E+14;2022;10;20221004;15;3;10;2;0;0;23;1;1;2;1;3;1060
6,08015E+14;2022;10;20221004;0;0;0;0;2;1;1;1;1;0;0;3;1061
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;0;0;0;0;0;3;1062
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;1063
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1064
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1065
6,08015E+14;2022;10;20221004;6;2;4;1;1;1;0;0;0;0;0;3;1066
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1067
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;1068
6,08015E+14;2022;10;20221004;11;4;7;2;7;6;16;1;1;1;1;3;1069
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1070
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1071
6,08015E+14;2022;10;20221004;14;4;9;3;0;0;20;1;1;1;1;3;1072
6,08015E+14;2022;10;20221004;1;1;1;1;0;0;0;0;0;0;0;3;1073
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1074
6,08015E+14;2022;10;20221004;12;3;8;2;1;1;12;0;0;0;0;3;1075
6,08015E+14;2022;10;20221004;7;3;4;2;6;2;7;0;0;0;0;3;1076
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1077
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1078
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1079
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;1;1;0;0;3;1080
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1081
6,08015E+14;2022;10;20221004;7;4;5;3;0;0;10;0;0;0;0;3;1082
6,08015E+14;2022;10;20221004;6;2;4;1;9;5;0;0;0;0;0;3;1083
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1084
6,08015E+14;2022;10;20221004;1;1;0;0;7;4;0;1;1;0;0;3;1085
6,08015E+14;2022;10;20221004;0;0;0;0;3;1;0;0;0;0;0;3;1086
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1087
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1088
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1089
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1090
6,08018E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1091
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1092
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1093
6,08015E+14;2022;10;20221004;15;4;10;2;4;3;21;1;1;0;0;3;1094
6,08015E+14;2022;10;20221004;16;3;11;2;6;4;12;0;0;0;0;3;1095
6,08015E+14;2022;10;20221004;1;0;0;0;0;0;2;0;0;0;0;3;1096
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1097
6,08015E+14;2022;10;20221004;4;1;3;1;0;0;9;0;0;1;1;3;1098
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1099
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1100
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;1101
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;1;0;0;3;1102
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1103
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1104
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1105
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1106
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1107
6,08015E+14;2022;10;20221004;1;0;0;0;3;2;1;0;0;0;0;3;1108
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1109
6,08015E+14;2022;10;20221004;1;0;1;0;0;0;0;0;0;0;0;3;1110
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;1111
6,08015E+14;2022;10;20221004;17;5;11;3;0;0;9;0;0;0;0;3;1112
6,08015E+14;2022;10;20221004;7;4;4;3;0;0;0;0;0;0;0;3;1113
6,08015E+14;2022;10;20221004;0;0;0;0;6;5;0;0;0;0;0;3;1114
6,08015E+14;2022;10;20221004;5;4;3;2;0;0;0;0;0;0;0;3;1115
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;18;4;0;0;3;1116
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;1117
6,08015E+14;2022;10;20221004;0;0;0;0;2;2;0;0;0;0;0;3;1118
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;1119
