;qoe_challenge_table_for_model_v2.nb_hour_echec_appel_daily;test;msisdn_H;msisdn;coupure;nb_hour_total_coupure;echec;paging_without_response_nb ;nb_hour_paging_without_response;nb_call_est;reiter_call_interval_nb;nb_hour_reiter_call ;call_est_bad_setupduration_nb;nb_hour_call_est_bad_setupduration
1737;0;3;1738;20221004;0;0;0;0;0;0;2;2;0;0
1738;4;3;1739;20221004;26;6;17;10;4;25;0;0;11;4
1739;2;3;1740;20221004;9;4;6;0;0;6;0;0;1;1
1740;0;3;1741;20221004;0;0;0;0;0;0;1;1;0;0
1741;0;3;1742;20221004;1;0;1;0;0;1;4;3;0;0
1742;0;3;1743;20221004;0;0;0;1;1;0;0;0;0;0
1743;0;3;1744;20221004;0;0;0;0;0;0;0;0;0;0
1744;0;3;1745;20221004;0;0;0;0;0;0;0;0;0;0
1745;1;3;1746;20221004;5;1;3;0;0;5;0;0;1;1
1746;0;3;1747;20221004;0;0;0;0;0;2;0;0;0;0
1747;0;3;1748;20221004;0;0;0;0;0;0;0;0;0;0
1748;1;3;1749;20221004;4;2;2;0;0;0;0;0;0;0
1749;0;3;1750;20221004;0;0;0;0;0;0;0;0;0;0
1750;0;3;1751;20221004;0;0;0;0;0;0;0;0;0;0
1751;0;3;1752;20221004;0;0;0;0;0;0;6;1;0;0
1752;0;3;1753;20221004;0;0;0;0;0;0;0;0;0;0
1753;0;3;1754;20221004;0;0;0;0;0;0;0;0;0;0
1754;1;3;1755;20221004;5;1;3;2;2;0;0;0;0;0
1755;0;3;1756;20221004;0;0;0;0;0;0;0;0;0;0
1756;0;3;1757;20221004;2;0;1;2;2;0;0;0;0;0
1757;0;3;1758;20221004;1;1;0;4;1;1;1;1;0;0
1758;0;3;1759;20221004;0;0;0;0;0;0;0;0;0;0
1759;0;3;1760;20221004;1;0;0;0;0;0;0;0;0;0
1760;0;3;1761;20221004;0;0;0;1;1;0;0;0;0;0
1761;0;3;1762;20221004;0;0;0;0;0;0;0;0;0;0
1762;0;3;1763;20221004;0;0;0;0;0;0;0;0;0;0
1763;0;3;1764;20221004;0;0;0;2;2;0;0;0;0;0
1764;5;3;1765;20221004;75;8;50;0;0;108;10;5;1;1
1765;3;3;1766;20221004;12;5;8;0;0;15;0;0;0;0
1766;0;3;1767;20221004;0;0;0;0;0;0;2;2;0;0
1767;0;3;1768;20221004;0;0;0;0;0;0;1;1;0;0
1768;1;3;1769;20221004;3;2;2;0;0;0;0;0;0;0
1769;0;3;1770;20221004;0;0;0;0;0;0;0;0;0;0
1770;3;3;1771;20221004;15;4;10;0;0;16;1;1;3;2
1771;4;3;1772;20221004;37;6;25;22;11;54;3;3;9;4
1772;0;3;1773;20221004;1;0;0;3;3;0;0;0;0;0
1773;0;3;1774;20221004;3;1;2;0;0;1;1;1;0;0
1774;0;3;1775;20221004;1;1;1;0;0;3;0;0;0;0
1775;1;3;1776;20221004;3;1;2;3;1;4;1;1;0;0
1776;0;3;1777;20221004;0;0;0;0;0;0;0;0;0;0
1777;0;3;1778;20221004;0;0;0;0;0;0;0;0;0;0
1778;0;3;1779;20221004;0;0;0;0;0;0;0;0;0;0
1779;0;3;1780;20221004;0;0;0;1;1;0;0;0;0;0
1780;1;3;1781;20221004;3;1;2;1;1;1;1;1;0;0
1781;0;3;1782;20221004;0;0;0;0;0;0;0;0;0;0
1782;0;3;1783;20221004;0;0;0;0;0;0;1;1;0;0
1783;1;3;1784;20221004;3;1;2;0;0;1;2;1;0;0
1784;0;3;1785;20221004;0;0;0;0;0;0;0;0;0;0
1785;2;3;1786;20221004;9;4;6;1;1;6;1;1;1;1
1786;0;3;1787;20221004;0;0;0;0;0;0;0;0;0;0
1787;0;3;1788;20221004;0;0;0;0;0;0;0;0;0;0
1788;0;3;1789;20221004;0;0;0;0;0;0;1;1;0;0
1789;0;3;1790;20221004;0;0;0;1;1;1;0;0;0;0
1790;0;3;1791;20221004;0;0;0;0;0;0;0;0;0;0
1791;0;3;1792;20221004;0;0;0;0;0;0;0;0;0;0
1792;0;3;1793;20221004;0;0;0;0;0;0;0;0;0;0
1793;0;3;1794;20221004;0;0;0;0;0;0;0;0;0;0
1794;0;3;1795;20221004;0;0;0;0;0;0;0;0;0;0
1795;0;3;1796;20221004;0;0;0;0;0;0;0;0;0;0
1796;2;3;1797;20221004;21;4;14;17;10;29;0;0;19;5
1797;0;3;1798;20221004;0;0;0;0;0;0;6;1;0;0
1798;0;3;1799;20221004;0;0;0;0;0;0;3;3;0;0
1799;0;3;1800;20221004;0;0;0;0;0;0;0;0;0;0
1800;3;3;1801;20221004;12;4;8;5;2;16;1;1;4;3
1801;2;3;1802;20221004;12;3;8;0;0;18;0;0;2;1
1802;4;3;1803;20221004;19;6;13;0;0;9;0;0;1;1
1803;0;3;1804;20221004;0;0;0;0;0;0;0;0;0;0
1804;0;3;1805;20221004;0;0;0;1;1;0;1;1;0;0
1805;0;3;1806;20221004;0;0;0;0;0;0;0;0;0;0
1806;0;3;1807;20221004;0;0;0;0;0;0;4;4;0;0
1807;1;3;1808;20221004;4;1;2;3;1;6;0;0;1;1
1808;0;3;1809;20221004;0;0;0;0;0;0;0;0;0;0
1809;0;3;1810;20221004;0;0;0;0;0;0;0;0;0;0
1810;0;3;1811;20221004;0;0;0;0;0;1;2;1;0;0
1811;0;3;1812;20221004;1;1;1;0;0;3;3;1;0;0
1812;0;3;1813;20221004;0;0;0;0;0;0;5;1;0;0
1813;0;3;1814;20221004;0;0;0;0;0;0;1;1;0;0
1814;0;3;1815;20221004;0;0;0;0;0;0;0;0;0;0
1815;0;3;1816;20221004;0;0;0;0;0;0;0;0;0;0
1816;0;3;1817;20221004;0;0;0;0;0;0;1;1;0;0
1817;4;3;1818;20221004;22;6;14;2;1;24;1;1;6;4
1818;0;3;1819;20221004;0;0;0;0;0;0;1;1;0;0
1819;0;3;1820;20221004;0;0;0;0;0;0;0;0;0;0
1820;0;3;1821;20221004;0;0;0;0;0;0;0;0;0;0
1821;0;3;1822;20221004;0;0;0;0;0;0;2;2;0;0
1822;0;3;1823;20221004;0;0;0;0;0;0;1;1;0;0
1823;0;3;1824;20221004;3;0;2;0;0;4;0;0;1;1
1824;0;3;1825;20221004;0;0;0;0;0;0;0;0;0;0
1825;0;3;1826;20221004;0;0;0;0;0;0;2;1;0;0
1826;0;3;1827;20221004;0;0;0;0;0;0;0;0;0;0
1827;1;3;1828;20221004;6;2;4;2;2;7;0;0;1;1
1828;0;3;1829;20221004;0;0;0;4;2;0;0;0;0;0
1829;0;3;1830;20221004;0;0;0;0;0;0;1;1;0;0
1830;0;3;1831;20221004;0;0;0;0;0;0;0;0;0;0
1831;0;3;1832;20221004;0;0;0;1;1;1;1;1;0;0
1832;0;3;1833;20221004;0;0;0;0;0;0;0;0;0;0
1833;0;3;1834;20221004;0;0;0;0;0;0;0;0;0;0
1834;0;3;1835;20221004;0;0;0;0;0;0;0;0;0;0
1835;0;3;1836;20221004;0;0;0;0;0;0;0;0;0;0
1836;0;3;1837;20221004;0;0;0;0;0;0;0;0;0;0
1837;0;3;1838;20221004;0;0;0;0;0;0;0;0;0;0
1838;0;3;1839;20221004;2;1;1;0;0;2;0;0;0;0
1839;0;3;1840;20221004;0;0;0;0;0;0;3;2;0;0
1840;0;3;1841;20221004;0;0;0;0;0;0;2;2;0;0
1841;0;3;1842;20221004;0;0;0;0;0;0;3;2;0;0
1842;4;3;1843;20221004;30;7;20;0;0;37;0;0;2;2
1843;0;3;1844;20221004;0;0;0;2;1;0;0;0;0;0
1844;2;3;1845;20221004;13;4;8;13;8;22;0;0;3;2
1845;4;3;1846;20221004;36;6;24;2;2;47;4;2;3;3
1846;4;3;1847;20221004;12;6;8;0;0;0;0;0;0;0
1847;3;3;1848;20221004;14;4;9;0;0;22;0;0;3;3
1848;5;3;1849;20221004;46;8;30;2;1;43;2;2;3;3
1849;0;3;1850;20221004;1;1;0;0;0;1;1;1;0;0
1850;0;3;1851;20221004;0;0;0;0;0;0;1;1;0;0
1851;2;3;1852;20221004;12;4;8;0;0;9;0;0;0;0
1852;0;3;1853;20221004;0;0;0;4;2;0;0;0;0;0
1853;0;3;1854;20221004;0;0;0;0;0;0;0;0;0;0
1854;0;3;1855;20221004;0;0;0;0;0;0;0;0;0;0
1855;1;3;1856;20221004;2;1;1;1;1;0;0;0;0;0
1856;3;3;1857;20221004;12;4;8;0;0;3;2;2;0;0
1857;1;3;1858;20221004;2;2;1;0;0;0;0;0;0;0
1858;0;3;1859;20221004;0;0;0;0;0;0;0;0;0;0
1859;2;3;1860;20221004;7;3;4;3;1;9;2;2;2;2
1860;1;3;1861;20221004;7;1;4;6;2;9;4;4;0;0
1861;0;3;1862;20221004;0;0;0;0;0;0;0;0;0;0
1862;1;3;1863;20221004;3;1;2;1;1;5;0;0;1;1
1863;2;3;1864;20221004;6;4;4;0;0;1;1;1;0;0
1864;0;3;1865;20221004;0;0;0;0;0;0;0;0;0;0
1865;0;3;1866;20221004;0;0;0;0;0;0;0;0;0;0
1866;2;3;1867;20221004;7;4;4;1;1;0;0;0;0;0
1867;0;3;1868;20221004;0;0;0;0;0;1;0;0;0;0
1868;0;3;1869;20221004;1;1;1;0;0;0;0;0;0;0
1869;0;3;1870;20221004;0;0;0;0;0;0;1;1;0;0
1870;0;3;1871;20221004;0;0;0;0;0;0;0;0;0;0
1871;0;3;1872;20221004;0;0;0;1;1;0;0;0;0;0
1872;0;3;1873;20221004;0;0;0;0;0;0;0;0;0;0
1873;0;3;1874;20221004;0;0;0;0;0;0;0;0;0;0
1874;0;3;1875;20221004;0;0;0;0;0;0;2;2;0;0
1875;0;3;1876;20221004;1;0;0;0;0;0;0;0;0;0
1876;0;3;1877;20221004;0;0;0;0;0;0;0;0;0;0
1877;0;3;1878;20221004;3;0;2;0;0;5;1;1;0;0
1878;0;3;1879;20221004;0;0;0;0;0;0;0;0;0;0
1879;0;3;1880;20221004;0;0;0;0;0;0;0;0;0;0
1880;0;3;1881;20221004;0;0;0;0;0;0;0;0;0;0
1881;0;3;1882;20221004;0;0;0;0;0;0;0;0;0;0
1882;0;3;1883;20221004;3;0;2;0;0;3;3;1;0;0
1883;0;3;1884;20221004;0;0;0;0;0;0;5;3;0;0
1884;0;3;1885;20221004;0;0;0;0;0;0;0;0;0;0
1885;0;3;1886;20221004;0;0;0;0;0;1;0;0;0;0
1886;2;3;1887;20221004;10;3;6;0;0;11;2;2;2;2
1887;1;3;1888;20221004;3;2;2;1;1;5;0;0;0;0
1888;1;3;1889;20221004;1;1;1;0;0;0;0;0;0;0
1889;1;3;1890;20221004;1;1;1;1;1;0;0;0;0;0
1890;2;3;1891;20221004;3;3;2;2;2;1;0;0;1;1
1891;0;3;1892;20221004;0;0;0;0;0;0;2;2;0;0
1892;0;3;1893;20221004;1;1;0;1;1;0;0;0;0;0
1893;3;3;1894;20221004;7;4;5;1;1;6;0;0;1;1
1894;0;3;1895;20221004;0;0;0;0;0;0;2;2;0;0
1895;0;3;1896;20221004;0;0;0;11;2;0;1;1;0;0
1896;3;3;1897;20221004;19;4;12;4;3;21;0;0;1;1
1897;3;3;1898;20221004;31;4;21;13;5;39;4;3;1;1
1898;2;3;1899;20221004;5;3;3;0;0;7;1;1;0;0
1899;0;3;1900;20221004;0;0;0;0;0;0;0;0;0;0
1900;0;3;1901;20221004;3;1;2;5;3;4;4;1;0;0
1901;3;3;1902;20221004;12;4;8;0;0;3;2;2;0;0
1902;0;3;1903;20221004;0;0;0;0;0;0;0;0;0;0
1903;0;3;1904;20221004;0;0;0;0;0;0;2;1;0;0
1904;4;3;1905;20221004;35;6;23;1;1;44;1;1;6;3
1905;0;3;1906;20221004;0;0;0;1;1;1;4;2;0;0
1906;0;3;1907;20221004;0;0;0;0;0;0;1;1;0;0
1907;4;3;1908;20221004;12;6;8;2;2;14;1;1;2;2
1908;2;3;1909;20221004;7;4;5;3;3;3;0;0;2;2
1909;0;3;1910;20221004;4;0;2;0;0;4;1;1;2;1
1910;2;3;1911;20221004;3;3;2;0;0;4;0;0;0;0
1911;0;3;1912;20221004;0;0;0;0;0;0;0;0;0;0
1912;0;3;1913;20221004;0;0;0;0;0;0;3;1;0;0
1913;2;3;1914;20221004;15;3;10;2;2;17;1;1;4;2
1914;0;3;1915;20221004;0;0;0;0;0;0;1;1;0;0
1915;0;3;1916;20221004;0;0;0;0;0;0;2;2;0;0
1916;0;3;1917;20221004;0;0;0;0;0;0;0;0;0;0
1917;1;3;1918;20221004;3;1;2;1;1;3;0;0;0;0
1918;0;3;1919;20221004;0;0;0;0;0;0;0;0;0;0
1919;0;3;1920;20221004;1;0;0;1;1;0;0;0;0;0
1920;0;3;1921;20221004;0;0;0;0;0;0;0;0;0;0
1921;0;3;1922;20221004;0;0;0;0;0;0;0;0;0;0
1922;0;3;1923;20221004;0;0;0;0;0;0;0;0;0;0
1923;0;3;1924;20221004;0;0;0;0;0;0;0;0;0;0
1924;0;3;1925;20221004;0;0;0;0;0;0;0;0;0;0
1925;0;3;1926;20221004;0;0;0;0;0;0;0;0;0;0
1926;0;3;1927;20221004;0;0;0;0;0;0;0;0;0;0
1927;3;3;1928;20221004;16;5;10;0;0;18;2;2;0;0
1928;2;3;1929;20221004;17;4;11;1;1;18;8;4;4;1
1929;1;3;1930;20221004;3;2;2;0;0;0;0;0;0;0
1930;4;3;1931;20221004;33;6;22;0;0;46;2;2;4;3
1931;4;3;1932;20221004;19;7;13;1;1;16;1;1;0;0
1932;0;3;1933;20221004;1;1;1;1;1;1;0;0;0;0
1933;3;3;1934;20221004;20;5;13;0;0;5;3;1;0;0
1934;0;3;1935;20221004;0;0;0;0;0;0;1;1;0;0
1935;0;3;1936;20221004;0;0;0;0;0;0;0;0;0;0
1936;3;3;1937;20221004;30;4;20;8;4;37;1;1;19;4
1937;0;3;1938;20221004;0;0;0;0;0;0;0;0;0;0
1938;1;3;1939;20221004;10;2;7;1;1;5;0;0;0;0
1939;4;3;1940;20221004;13;6;9;2;2;12;0;0;1;1
1940;0;3;1941;20221004;0;0;0;0;0;0;1;1;0;0
1941;2;3;1942;20221004;4;3;2;3;2;0;0;0;0;0
1942;0;3;1943;20221004;0;0;0;0;0;0;0;0;0;0
1943;0;3;1944;20221004;0;0;0;0;0;0;1;1;0;0
1944;1;3;1945;20221004;3;1;2;0;0;3;0;0;2;1
1945;0;3;1946;20221004;0;0;0;4;1;0;0;0;0;0
1946;0;3;1947;20221004;0;0;0;0;0;0;0;0;0;0
1947;0;3;1948;20221004;0;0;0;0;0;0;0;0;0;0
1948;0;3;1949;20221004;0;0;0;0;0;0;1;1;0;0
1949;2;3;1950;20221004;3;3;2;0;0;0;0;0;0;0
1950;3;3;1951;20221004;14;5;9;3;2;19;0;0;0;0
1951;0;3;1952;20221004;0;0;0;1;1;1;1;1;0;0
1952;4;3;1953;20221004;22;6;14;1;1;27;0;0;1;1
1953;0;3;1954;20221004;0;0;0;1;1;0;0;0;0;0
1954;0;3;1955;20221004;0;0;0;0;0;0;4;3;0;0
1955;0;3;1956;20221004;0;0;0;0;0;0;0;0;0;0
1956;0;3;1957;20221004;0;0;0;1;1;0;0;0;0;0
1957;3;3;1958;20221004;24;5;16;0;0;27;4;2;2;1
1958;0;3;1959;20221004;0;0;0;1;1;0;0;0;0;0
1959;0;3;1960;20221004;0;0;0;0;0;0;2;2;0;0
1960;0;3;1961;20221004;0;0;0;0;0;0;4;2;0;0
1961;0;3;1962;20221004;0;0;0;14;5;0;0;0;0;0
1962;0;3;1963;20221004;0;0;0;0;0;0;0;0;0;0
1963;0;3;1964;20221004;0;0;0;0;0;0;1;1;0;0
1964;0;3;1965;20221004;0;0;0;0;0;0;0;0;0;0
1965;0;3;1966;20221004;0;0;0;0;0;0;0;0;0;0
1966;0;3;1967;20221004;0;0;0;0;0;0;0;0;0;0
1967;0;3;1968;20221004;0;0;0;1;1;0;0;0;0;0
1968;0;3;1969;20221004;0;0;0;0;0;0;0;0;0;0
1969;0;3;1970;20221004;0;0;0;0;0;0;0;0;0;0
1970;0;3;1971;20221004;0;0;0;5;3;0;0;0;0;0
1971;0;3;1972;20221004;1;1;0;2;1;2;0;0;0;0
1972;2;3;1973;20221004;9;4;6;0;0;7;2;1;1;1
1973;0;3;1974;20221004;0;0;0;0;0;0;1;1;0;0
1974;0;3;1975;20221004;0;0;0;0;0;0;0;0;0;0
1975;0;3;1976;20221004;0;0;0;1;1;0;0;0;0;0
1976;0;3;1977;20221004;0;0;0;0;0;0;0;0;0;0
1977;0;3;1978;20221004;0;0;0;0;0;0;0;0;0;0
1978;0;3;1979;20221004;1;1;0;0;0;1;1;1;0;0
1979;0;3;1980;20221004;0;0;0;0;0;0;0;0;0;0
1980;0;3;1981;20221004;0;0;0;0;0;0;0;0;0;0
1981;2;3;1982;20221004;14;4;9;1;1;17;2;2;4;4
1982;0;3;1983;20221004;0;0;0;0;0;0;0;0;0;0
1983;6;3;1984;20221004;210;9;140;9;4;66;4;3;9;6
1984;0;3;1985;20221004;0;0;0;0;0;0;0;0;0;0
1985;0;3;1986;20221004;0;0;0;0;0;0;1;1;0;0
1986;0;3;1987;20221004;0;0;0;0;0;0;0;0;0;0
1987;0;3;1988;20221004;0;0;0;0;0;0;0;0;0;0
1988;1;3;1989;20221004;4;2;2;2;2;0;0;0;0;0
1989;0;3;1990;20221004;0;0;0;0;0;0;1;1;0;0
1990;1;3;1991;20221004;2;1;1;0;0;4;0;0;1;1
1991;0;3;1992;20221004;0;0;0;0;0;0;0;0;0;0
1992;4;3;1993;20221004;65;6;43;1;1;76;3;3;24;5
1993;2;3;1994;20221004;8;3;5;0;0;5;5;4;1;1
1994;0;3;1995;20221004;0;0;0;0;0;0;4;2;0;0
1995;0;3;1996;20221004;1;1;0;0;0;1;0;0;0;0
1996;0;3;1997;20221004;0;0;0;0;0;0;0;0;0;0
1997;1;3;1998;20221004;12;1;8;3;2;18;0;0;7;2
1998;1;3;1999;20221004;3;2;2;0;0;1;4;2;0;0
1999;0;3;2000;20221004;0;0;0;0;0;0;0;0;0;0
2000;0;3;2001;20221004;0;0;0;0;0;0;0;0;0;0
2001;2;3;2002;20221004;21;3;14;1;1;32;0;0;3;1
2002;0;3;2003;20221004;1;0;1;2;1;0;0;0;0;0
2003;0;3;2004;20221004;0;0;0;0;0;0;0;0;0;0
2004;0;3;2005;20221004;0;0;0;0;0;0;0;0;0;0
2005;2;3;2006;20221004;9;4;6;2;1;11;1;1;4;3
2006;0;3;2007;20221004;0;0;0;0;0;0;0;0;0;0
2007;0;3;2008;20221004;0;0;0;0;0;0;0;0;0;0
2008;2;3;2009;20221004;4;3;3;0;0;3;1;1;0;0
2009;0;3;2010;20221004;0;0;0;0;0;0;1;1;0;0
2010;0;3;2011;20221004;3;1;2;0;0;5;0;0;0;0
2011;0;3;2012;20221004;0;0;0;0;0;0;2;2;0;0
2012;0;3;2013;20221004;0;0;0;0;0;0;0;0;0;0
2013;1;3;2014;20221004;2;1;1;6;4;2;1;1;0;0
2014;0;3;2015;20221004;0;0;0;0;0;0;0;0;0;0
2015;0;3;2016;20221004;0;0;0;0;0;0;0;0;0;0
2016;0;3;2017;20221004;0;0;0;0;0;0;0;0;0;0
2017;1;3;2018;20221004;4;2;3;0;0;6;1;1;4;2
2018;1;3;2019;20221004;1;1;1;0;0;1;1;1;0;0
2019;0;3;2020;20221004;0;0;0;0;0;0;0;0;0;0
2020;0;3;2021;20221004;1;0;1;0;0;2;0;0;0;0
2021;0;3;2022;20221004;0;0;0;2;2;0;0;0;0;0
2022;0;3;2023;20221004;0;0;0;0;0;0;0;0;0;0
2023;0;3;2024;20221004;1;0;1;0;0;0;0;0;0;0
2024;0;3;2025;20221004;0;0;0;0;0;0;0;0;0;0
2025;1;3;2026;20221004;5;2;3;0;0;8;7;3;0;0
2026;3;3;2027;20221004;10;5;6;0;0;13;0;0;2;2
2027;0;3;2028;20221004;1;1;1;0;0;0;0;0;0;0
2028;2;3;2029;20221004;23;4;15;1;1;37;2;1;5;3
2029;0;3;2030;20221004;1;1;1;0;0;1;0;0;0;0
2030;4;3;2031;20221004;19;6;12;3;3;20;2;2;0;0
2031;0;3;2032;20221004;0;0;0;0;0;0;0;0;0;0
2032;0;3;2033;20221004;0;0;0;0;0;0;0;0;0;0
2033;0;3;2034;20221004;0;0;0;6;2;0;1;1;0;0
2034;6;3;2035;20221004;53;9;35;18;11;50;3;3;4;4
2035;0;3;2036;20221004;0;0;0;0;0;0;0;0;0;0
2036;1;3;2037;20221004;4;1;3;0;0;7;0;0;0;0
2037;0;3;2038;20221004;0;0;0;0;0;0;1;1;0;0
2038;1;3;2039;20221004;3;2;2;11;4;4;0;0;0;0
2039;2;3;2040;20221004;6;4;4;0;0;5;0;0;0;0
2040;5;3;2041;20221004;28;7;19;3;2;29;1;1;2;1
2041;0;3;2042;20221004;0;0;0;0;0;0;0;0;0;0
2042;0;3;2043;20221004;4;1;2;1;1;4;1;1;1;1
2043;1;3;2044;20221004;4;1;3;1;1;4;6;2;0;0
2044;0;3;2045;20221004;0;0;0;0;0;1;1;1;0;0
2045;1;3;2046;20221004;3;2;2;5;2;0;0;0;0;0
2046;0;3;2047;20221004;0;0;0;0;0;0;0;0;0;0
2047;0;3;2048;20221004;0;0;0;0;0;0;0;0;0;0
2048;0;3;2049;20221004;0;0;0;0;0;0;0;0;0;0
2049;1;3;2050;20221004;2;2;1;0;0;0;0;0;0;0
2050;0;3;2051;20221004;0;0;0;0;0;0;0;0;0;0
2051;2;3;2052;20221004;12;3;8;0;0;12;1;1;2;2
2052;0;3;2053;20221004;0;0;0;0;0;0;0;0;0;0
2053;3;3;2054;20221004;16;4;10;6;4;23;2;1;3;2
2054;4;3;2055;20221004;20;6;13;0;0;25;3;3;4;4
2055;1;3;2056;20221004;6;1;4;2;2;6;0;0;0;0
2056;0;3;2057;20221004;0;0;0;0;0;0;1;1;0;0
2057;0;3;2058;20221004;0;0;0;0;0;0;0;0;0;0
2058;0;3;2059;20221004;0;0;0;0;0;0;0;0;0;0
2059;0;3;2060;20221004;0;0;0;0;0;0;0;0;0;0
2060;0;3;2061;20221004;0;0;0;1;1;0;0;0;0;0
2061;0;3;2062;20221004;3;0;2;0;0;3;0;0;1;1
2062;0;3;2063;20221004;1;0;0;0;0;0;1;1;0;0
2063;2;3;2064;20221004;10;3;6;0;0;8;10;2;0;0
2064;0;3;2065;20221004;0;0;0;0;0;0;0;0;0;0
2065;0;3;2066;20221004;0;0;0;0;0;0;0;0;0;0
2066;0;3;2067;20221004;0;0;0;0;0;0;0;0;0;0
2067;0;3;2068;20221004;0;0;0;0;0;0;0;0;0;0
2068;4;3;2069;20221004;36;7;24;20;9;53;6;2;0;0
2069;1;3;2070;20221004;7;1;5;0;0;12;1;1;1;1
2070;0;3;2071;20221004;3;1;2;0;0;3;1;1;0;0
2071;4;3;2072;20221004;48;6;32;1;1;63;2;2;8;5
2072;3;3;2073;20221004;17;5;11;0;0;15;5;3;1;1
2073;0;3;2074;20221004;0;0;0;0;0;0;0;0;0;0
2074;0;3;2075;20221004;0;0;0;0;0;0;1;1;0;0
2075;1;3;2076;20221004;4;2;2;2;1;4;1;1;0;0
2076;0;3;2077;20221004;0;0;0;0;0;0;0;0;0;0
2077;3;3;2078;20221004;47;4;31;4;3;66;1;1;8;4
2078;4;3;2079;20221004;18;6;12;1;1;21;0;0;2;2
2079;0;3;2080;20221004;0;0;0;0;0;0;1;1;0;0
2080;0;3;2081;20221004;0;0;0;2;1;0;0;0;0;0
2081;0;3;2082;20221004;1;1;1;2;1;1;0;0;0;0
2082;0;3;2083;20221004;0;0;0;0;0;0;3;3;0;0
2083;2;3;2084;20221004;7;4;5;1;1;1;0;0;0;0
2084;0;3;2085;20221004;0;0;0;0;0;0;0;0;0;0
2085;2;3;2086;20221004;11;3;7;29;6;9;0;0;6;3
2086;0;3;2087;20221004;0;0;0;0;0;0;0;0;0;0
2087;0;3;2088;20221004;0;0;0;0;0;0;1;1;0;0
2088;0;3;2089;20221004;0;0;0;0;0;0;1;1;0;0
2089;4;3;2090;20221004;20;7;13;4;2;15;1;1;1;1
2090;3;3;2091;20221004;14;5;9;1;1;17;2;2;4;2
2091;0;3;2092;20221004;0;0;0;1;1;0;0;0;0;0
2092;0;3;2093;20221004;0;0;0;0;0;0;0;0;0;0
2093;0;3;2094;20221004;0;0;0;0;0;0;0;0;0;0
2094;1;3;2095;20221004;3;1;2;0;0;0;0;0;0;0
2095;1;3;2096;20221004;4;1;3;0;0;5;6;2;0;0
2096;0;3;2097;20221004;0;0;0;0;0;0;3;2;0;0
2097;0;3;2098;20221004;0;0;0;0;0;0;0;0;0;0
2098;0;3;2099;20221004;0;0;0;0;0;0;0;0;0;0
2099;0;3;2100;20221004;0;0;0;0;0;0;0;0;0;0
2100;0;3;2101;20221004;0;0;0;0;0;0;0;0;0;0
2101;0;3;2102;20221004;0;0;0;0;0;0;0;0;0;0
2102;0;3;2103;20221004;0;0;0;0;0;0;0;0;0;0
2103;0;3;2104;20221004;0;0;0;0;0;0;0;0;0;0
2104;1;3;2105;20221004;2;1;1;0;0;1;0;0;0;0
2105;1;3;2106;20221004;3;2;2;0;0;5;0;0;0;0
2106;0;3;2107;20221004;0;0;0;0;0;0;1;1;0;0
2107;1;3;2108;20221004;4;2;2;0;0;1;1;1;0;0
2108;0;3;2109;20221004;0;0;0;0;0;0;1;1;0;0
2109;0;3;2110;20221004;0;0;0;0;0;1;0;0;0;0
2110;0;3;2111;20221004;0;0;0;0;0;0;2;2;0;0
2111;0;3;2112;20221004;0;0;0;0;0;0;0;0;0;0
2112;3;3;2113;20221004;22;5;15;5;3;35;3;3;12;5
2113;0;3;2114;20221004;0;0;0;0;0;0;0;0;0;0
2114;0;3;2115;20221004;0;0;0;0;0;0;0;0;0;0
2115;0;3;2116;20221004;0;0;0;1;1;0;1;1;0;0
2116;0;3;2117;20221004;0;0;0;0;0;0;0;0;0;0
2117;2;3;2118;20221004;6;3;4;3;2;7;0;0;3;1
2118;4;3;2119;20221004;31;7;20;1;1;40;2;1;15;4
2119;0;3;2120;20221004;0;0;0;0;0;0;0;0;0;0
2120;0;3;2121;20221004;0;0;0;0;0;0;7;1;0;0
2121;0;3;2122;20221004;0;0;0;0;0;0;2;2;0;0
2122;0;3;2123;20221004;1;1;1;0;0;0;1;1;0;0
2123;1;3;2124;20221004;3;1;2;1;1;2;2;1;1;1
2124;3;3;2125;20221004;16;4;10;2;1;23;1;1;0;0
2125;2;3;2126;20221004;14;4;9;0;0;17;1;1;3;2
2126;2;3;2127;20221004;6;3;4;2;2;10;1;1;2;1
2127;3;3;2128;20221004;19;5;12;8;5;22;0;0;6;2
2128;0;3;2129;20221004;0;0;0;0;0;0;1;1;0;0
2129;0;3;2130;20221004;1;1;1;1;1;2;4;2;0;0
2130;0;3;2131;20221004;1;0;1;0;0;0;1;1;0;0
2131;2;3;2132;20221004;7;3;4;1;1;1;0;0;0;0
2132;2;3;2133;20221004;5;3;3;0;0;4;0;0;0;0
2133;1;3;2134;20221004;1;1;1;0;0;1;0;0;0;0
2134;4;3;2135;20221004;20;6;13;5;4;16;0;0;1;1
2135;0;3;2136;20221004;0;0;0;5;2;0;0;0;0;0
2136;0;3;2137;20221004;0;0;0;0;0;0;0;0;0;0
2137;0;3;2138;20221004;0;0;0;0;0;0;0;0;0;0
2138;0;3;2139;20221004;0;0;0;0;0;0;0;0;0;0
2139;0;3;2140;20221004;0;0;0;0;0;0;1;1;0;0
2140;0;3;2141;20221004;2;1;1;3;1;0;0;0;0;0
2141;0;3;2142;20221004;0;0;0;0;0;0;0;0;0;0
2142;0;3;2143;20221004;0;0;0;0;0;0;0;0;0;0
2143;0;3;2144;20221004;0;0;0;0;0;0;0;0;0;0
